codigo_datasus;codigo_cid10;descricao
X851;X85.1;Agressão por meio de drogas, medicamentos e substâncias biológicas - habitação coletiva
X852;X85.2;Agressão por meio de drogas, medicamentos e substâncias biológicas - escolas, outras instituições e áreas de administração pública
X853;X85.3;Agressão por meio de drogas, medicamentos e substâncias biológicas - área para a prática de esportes e atletismo
X854;X85.4;Agressão por meio de drogas, medicamentos e substâncias biológicas - rua e estrada
X855;X85.5;Agressão por meio de drogas, medicamentos e substâncias biológicas - áreas de comércio e de serviços
X856;X85.6;Agressão por meio de drogas, medicamentos e substâncias biológicas - áreas industriais e em construção
X857;X85.7;Agressão por meio de drogas, medicamentos e substâncias biológicas - fazenda
X858;X85.8;Agressão por meio de drogas, medicamentos e substâncias biológicas - outros locais especificados
X859;X85.9;Agressão por meio de drogas, medicamentos e substâncias biológicas - local não especificado
X860;X86.0;Agressão por meio de substâncias corrosivas - residência
X861;X86.1;Agressão por meio de substâncias corrosivas - habitação coletiva
X862;X86.2;Agressão por meio de substâncias corrosivas - escolas, outras instituições e áreas de administração pública
X863;X86.3;Agressão por meio de substâncias corrosivas - área para a prática de esportes e atletismo
X864;X86.4;Agressão por meio de substâncias corrosivas - rua e estrada
X865;X86.5;Agressão por meio de substâncias corrosivas - áreas de comércio e de serviços
X866;X86.6;Agressão por meio de substâncias corrosivas - áreas industriais e em construção
X867;X86.7;Agressão por meio de substâncias corrosivas - fazenda
X868;X86.8;Agressão por meio de substâncias corrosivas - outros locais especificados
X869;X86.9;Agressão por meio de substâncias corrosivas - local não especificado
X870;X87.0;Agressão por pesticidas - residência
X871;X87.1;Agressão por pesticidas - habitação coletiva
X872;X87.2;Agressão por pesticidas - escolas, outras instituições e áreas de administração pública
X873;X87.3;Agressão por pesticidas - área para a prática de esportes e atletismo
X874;X87.4;Agressão por pesticidas - rua e estrada
X875;X87.5;Agressão por pesticidas - áreas de comércio e de serviços
X876;X87.6;Agressão por pesticidas - áreas industriais e em construção
X877;X87.7;Agressão por pesticidas - fazenda
X878;X87.8;Agressão por pesticidas - outros locais especificados
X879;X87.9;Agressão por pesticidas - local não especificado
X880;X88.0;Agressão por meio de gases e vapores - residência
X881;X88.1;Agressão por meio de gases e vapores - habitação coletiva
X882;X88.2;Agressão por meio de gases e vapores - escolas, outras instituições e áreas de administração pública
X883;X88.3;Agressão por meio de gases e vapores - área para a prática de esportes e atletismo
X884;X88.4;Agressão por meio de gases e vapores - rua e estrada
X885;X88.5;Agressão por meio de gases e vapores - áreas de comércio e de serviços
X886;X88.6;Agressão por meio de gases e vapores - áreas industriais e em construção
X887;X88.7;Agressão por meio de gases e vapores - fazenda
X888;X88.8;Agressão por meio de gases e vapores - outros locais especificados
X889;X88.9;Agressão por meio de gases e vapores - local não especificado
X890;X89.0;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - residência
X891;X89.1;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - habitação coletiva
X892;X89.2;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - escolas, outras instituições e áreas de administração pública
X893;X89.3;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - área para a prática de esportes e atletismo
X894;X89.4;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - rua e estrada
X895;X89.5;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - áreas de comércio e de serviços
X896;X89.6;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - áreas industriais e em construção
X897;X89.7;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - fazenda
X898;X89.8;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - outros locais especificados
X899;X89.9;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - local não especificado
X900;X90.0;Agressão por meio de produtos químicos e substâncias nocivas não especificados - residência
X901;X90.1;Agressão por meio de produtos químicos e substâncias nocivas não especificados - habitação coletiva
X902;X90.2;Agressão por meio de produtos químicos e substâncias nocivas não especificados - escolas, outras instituições e áreas de administração pública
X903;X90.3;Agressão por meio de produtos químicos e substâncias nocivas não especificados - área para a prática de esportes e atletismo
X904;X90.4;Agressão por meio de produtos químicos e substâncias nocivas não especificados - rua e estrada
X905;X90.5;Agressão por meio de produtos químicos e substâncias nocivas não especificados - áreas de comércio e de serviços
X906;X90.6;Agressão por meio de produtos químicos e substâncias nocivas não especificados - áreas industriais e em construção
X907;X90.7;Agressão por meio de produtos químicos e substâncias nocivas não especificados - fazenda
X908;X90.8;Agressão por meio de produtos químicos e substâncias nocivas não especificados - outros locais especificados
X909;X90.9;Agressão por meio de produtos químicos e substâncias nocivas não especificados - local não especificado
X910;X91.0;Agressão por meio de enforcamento, estrangulamento e sufocação - residência
X911;X91.1;Agressão por meio de enforcamento, estrangulamento e sufocação - habitação coletiva
X912;X91.2;Agressão por meio de enforcamento, estrangulamento e sufocação - escolas, outras instituições e áreas de administração pública
X913;X91.3;Agressão por meio de enforcamento, estrangulamento e sufocação - área para a prática de esportes e atletismo
X914;X91.4;Agressão por meio de enforcamento, estrangulamento e sufocação - rua e estrada
X915;X91.5;Agressão por meio de enforcamento, estrangulamento e sufocação - áreas de comércio e de serviços
X916;X91.6;Agressão por meio de enforcamento, estrangulamento e sufocação - áreas industriais e em construção
X917;X91.7;Agressão por meio de enforcamento, estrangulamento e sufocação - fazenda
X918;X91.8;Agressão por meio de enforcamento, estrangulamento e sufocação - outros locais especificados
X919;X91.9;Agressão por meio de enforcamento, estrangulamento e sufocação - local não especificado
X920;X92.0;Agressão por meio de afogamento e submersão - residência
X921;X92.1;Agressão por meio de afogamento e submersão - habitação coletiva
X922;X92.2;Agressão por meio de afogamento e submersão - escolas, outras instituições e áreas de administração pública
X923;X92.3;Agressão por meio de afogamento e submersão - área para a prática de esportes e atletismo
X924;X92.4;Agressão por meio de afogamento e submersão - rua e estrada
X925;X92.5;Agressão por meio de afogamento e submersão - áreas de comércio e de serviços
X926;X92.6;Agressão por meio de afogamento e submersão - áreas industriais e em construção
X927;X92.7;Agressão por meio de afogamento e submersão - fazenda
X928;X92.8;Agressão por meio de afogamento e submersão - outros locais especificados
X929;X92.9;Agressão por meio de afogamento e submersão - local não especificado
X930;X93.0;Agressão por meio de disparo de arma de fogo de mão - residência
X931;X93.1;Agressão por meio de disparo de arma de fogo de mão - habitação coletiva
X932;X93.2;Agressão por meio de disparo de arma de fogo de mão - escolas, outras instituições e áreas de administração pública
X933;X93.3;Agressão por meio de disparo de arma de fogo de mão - área para a prática de esportes e atletismo
X934;X93.4;Agressão por meio de disparo de arma de fogo de mão - rua e estrada
X935;X93.5;Agressão por meio de disparo de arma de fogo de mão - áreas de comércio e de serviços
X936;X93.6;Agressão por meio de disparo de arma de fogo de mão - áreas industriais e em construção
X937;X93.7;Agressão por meio de disparo de arma de fogo de mão - fazenda
X938;X93.8;Agressão por meio de disparo de arma de fogo de mão - outros locais especificados
X939;X93.9;Agressão por meio de disparo de arma de fogo de mão - local não especificado
X940;X94.0;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - residência
X941;X94.1;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - habitação coletiva
X942;X94.2;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - escolas, outras instituições e áreas de administração pública
X943;X94.3;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - área para a prática de esportes e atletismo
X944;X94.4;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - rua e estrada
X945;X94.5;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - áreas de comércio e de serviços
X946;X94.6;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - áreas industriais e em construção
X947;X94.7;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - fazenda
